0,1,0,1,0,1
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.9135739143858801
             x: [ 1.990e+00  3.142e+00]
           nit: 46
          nfev: 85
 final_simplex: (array([[ 1.990e+00,  3.142e+00],
                       [ 1.990e+00,  3.142e+00],
                       [ 1.990e+00,  3.142e+00]]), array([ 9.136e-01,  9.136e-01,  9.136e-01]))",0.03287315368652344," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.913561205909035
       x: [ 1.990e+00  4.712e+00]
     nit: 2
   direc: [[ 0.000e+00  1.000e+00]
           [-3.067e-06  6.501e-06]]
    nfev: 126",0.038934946060180664," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.593438702208237
       x: [ 3.142e+00  2.687e+00]
    nfev: 31
   maxcv: 0.0",0.02190232276916504
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.3708338821317435
             x: [ 0.000e+00  3.921e+00]
           nit: 27
          nfev: 73
 final_simplex: (array([[ 0.000e+00,  3.921e+00],
                       [ 0.000e+00,  3.921e+00],
                       [ 0.000e+00,  3.921e+00]]), array([ 3.708e-01,  3.708e-01,  3.708e-01]))",0.031916141510009766," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.3708338882517324
       x: [ 6.120e-09  4.712e+00]
     nit: 4
   direc: [[ 0.000e+00  1.000e+00]
           [-9.256e-05 -1.571e+00]]
    nfev: 259",0.09079265594482422," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.3709667103081367
       x: [-9.653e-05  2.589e+00]
    nfev: 31
   maxcv: 0.0",0.007978439331054688
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.20522305043309988
             x: [ 3.142e+00  2.871e+00]
           nit: 26
          nfev: 75
 final_simplex: (array([[ 3.142e+00,  2.871e+00],
                       [ 3.142e+00,  2.871e+00],
                       [ 3.142e+00,  2.871e+00]]), array([ 2.052e-01,  2.052e-01,  2.052e-01]))",0.025894641876220703," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.20522305043321365
       x: [ 3.142e+00  4.712e+00]
     nit: 3
   direc: [[ 0.000e+00  1.000e+00]
           [-3.011e-09 -2.794e-09]]
    nfev: 255",0.08377623558044434," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.20537046847029256
       x: [ 3.141e+00  2.636e+00]
    nfev: 36
   maxcv: 0.0",0.010970115661621094
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.012401828332640847
             x: [ 3.142e+00  2.871e+00]
           nit: 26
          nfev: 70
 final_simplex: (array([[ 3.142e+00,  2.871e+00],
                       [ 3.142e+00,  2.871e+00],
                       [ 3.142e+00,  2.871e+00]]), array([ 1.240e-02,  1.240e-02,  1.240e-02]))",0.0249330997467041," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.012401828332672017
       x: [ 3.142e+00  4.712e+00]
     nit: 3
   direc: [[ 0.000e+00  1.000e+00]
           [-4.709e-10 -5.914e-10]]
    nfev: 255",0.07879090309143066," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.012558596287947922
       x: [ 3.141e+00  2.601e+00]
    nfev: 36
   maxcv: 0.0",0.008976459503173828
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.10040814186785718
             x: [ 7.514e-01  8.220e-01]
           nit: 51
          nfev: 100
 final_simplex: (array([[ 7.514e-01,  8.220e-01],
                       [ 7.515e-01,  8.221e-01],
                       [ 7.515e-01,  8.221e-01]]), array([ 1.004e-01,  1.004e-01,  1.004e-01]))",0.03493452072143555," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.10038785537557898
       x: [ 7.514e-01  8.220e-01]
     nit: 8
   direc: [[ 0.000e+00  1.000e+00]
           [ 1.316e-05 -1.516e-05]]
    nfev: 508",0.15160012245178223," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.10050010740884613
       x: [ 7.517e-01  8.222e-01]
    nfev: 38
   maxcv: 0.0",0.014959573745727539
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.001824888755999031
             x: [ 3.375e-01  1.420e+00]
           nit: 52
          nfev: 100
 final_simplex: (array([[ 3.375e-01,  1.420e+00],
                       [ 3.375e-01,  1.420e+00],
                       [ 3.374e-01,  1.420e+00]]), array([ 1.825e-03,  1.833e-03,  1.837e-03]))",0.03789877891540527," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.0017994825280785096
       x: [ 3.375e-01  1.420e+00]
     nit: 5
   direc: [[ 3.388e-01  6.104e-01]
           [-4.042e-06  3.287e-05]]
    nfev: 250",0.0837392807006836," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.4090653353734041
       x: [-5.560e-02  2.675e+00]
    nfev: 37
   maxcv: 0.0",0.01101064682006836
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 1.0994996692554657
             x: [ 1.497e+00  3.483e+00]
           nit: 95
          nfev: 186
 final_simplex: (array([[ 1.497e+00,  3.483e+00],
                       [ 1.497e+00,  3.483e+00],
                       [ 1.497e+00,  3.483e+00]]), array([ 1.099e+00,  1.100e+00,  1.100e+00]))",0.06682372093200684," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.650479303148463
       x: [ 1.497e+00  4.873e+00]
     nit: 2
   direc: [[ 1.000e+00  0.000e+00]
           [ 1.515e-06  1.228e-05]]
    nfev: 117",0.036890506744384766," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.8550533483272773
       x: [ 3.792e-01  5.159e+00]
    nfev: 50
   maxcv: 0.0",0.013974905014038086
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.9364949644297442
             x: [ 1.212e+00  3.142e+00]
           nit: 30
          nfev: 57
 final_simplex: (array([[ 1.212e+00,  3.142e+00],
                       [ 1.212e+00,  3.142e+00],
                       [ 1.212e+00,  3.142e+00]]), array([ 9.365e-01,  9.366e-01,  9.366e-01]))",0.0258944034576416," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.9364895880621373
       x: [ 1.212e+00  4.712e+00]
     nit: 2
   direc: [[ 1.000e+00  0.000e+00]
           [ 0.000e+00  1.000e+00]]
    nfev: 77",0.025969505310058594," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.6494020726178157
       x: [-9.956e-05  3.696e+00]
    nfev: 36
   maxcv: 0.0",0.009970426559448242
"       message: Optimization terminated successfully.
       success: True
        status: 0
           fun: 0.11052556067771188
             x: [ 2.214e+00  2.920e+00]
           nit: 58
          nfev: 112
 final_simplex: (array([[ 2.214e+00,  2.920e+00],
                       [ 2.214e+00,  2.920e+00],
                       [ 2.214e+00,  2.920e+00]]), array([ 1.105e-01,  1.105e-01,  1.106e-01]))",0.047872066497802734," message: Optimization terminated successfully.
 success: True
  status: 0
     fun: 0.11052970491158498
       x: [ 2.214e+00  2.920e+00]
     nit: 2
   direc: [[ 1.000e+00  0.000e+00]
           [ 0.000e+00  1.000e+00]]
    nfev: 89",0.02792215347290039," message: Optimization terminated successfully.
 success: True
  status: 1
     fun: 0.11593772427849583
       x: [ 2.247e+00  2.914e+00]
    nfev: 44
   maxcv: 0.0",0.012964487075805664
