0,1
COBYLA,
,Time
[0.22999094 1.87605079],0.010008811950683594
[0.14736882 2.98463043],0.01100778579711914
[0.06501859 2.94823484],0.008975744247436523
[-9.58070614e-05  3.03607326e+00],0.008976221084594727
[-9.58064085e-05  3.03607326e+00],0.010970354080200195
[-9.58064085e-05  3.03607326e+00],0.010009765625
[1.49519847 4.34445186],0.010965347290039062
[1.09357397e-04 3.03601812e+00],0.010063409805297852
[5.07757414e-05 3.03700078e+00],0.012965679168701172
[-9.58064085e-05  3.03607326e+00],0.009971857070922852
