0,1
COBYLA,
,Time
[3.14146184 3.24123625],0.011963605880737305
[1.58543753 3.1415626 ],0.010007143020629883
[-0.10449708  3.435027  ],0.00993657112121582
[-5.41211646e-05  3.40352196e+00],0.008976221084594727
[-1.21084756e-04  3.44293749e+00],0.00897526741027832
[3.14165574 3.0100149 ],0.01093602180480957
[3.14169925 3.06197198],0.009964466094970703
[-1.35989726e-04  3.41821435e+00],0.009972810745239258
[3.14168059 3.00258393],0.008941411972045898
[-1.17879451e-04  3.39632934e+00],0.008991718292236328
