0,1,0,1,0,1
Nelder-Mead,,Powell,,COBYLA,
,Time,,Time,,Time
[0.9699395  2.62895194],0.030913591384887695,[0.77690069 2.5264263 ],0.06382942199707031,[0.87492989 2.586277  ],0.010934591293334961
[1.13638758 4.82171875],0.0359036922454834,[1.13642048 4.82172402],0.023936033248901367,[1.00525788 4.82984927],0.011969327926635742
[3.14159265 3.34413436],0.02393627166748047,[3.14159265 4.71243316],0.03992748260498047,[3.14169732 4.76565654],0.007978677749633789
[2.55762762 4.7673016 ],0.026927947998046875,[1.75879904 4.74320415],0.023972034454345703,[1.75878147 4.74333486],0.010971307754516602
[3.14159265 3.34413436],0.022938251495361328,[3.14159265 4.71243316],0.03885936737060547,[3.14148162 4.8162746 ],0.007978677749633789
[2.66497714 4.62107373],0.025930166244506836,[1.45098594 4.67023535],0.023970603942871094,[1.45088255 5.59635181],0.010970830917358398
[0.60902063 4.43424016],0.04384636878967285,[0.60898366 4.43422152],0.11270022392272949,[0.61147181 4.43510858],0.0269620418548584
[3.14159265 3.13190556],0.020943403244018555,[3.14159265 4.71239284],0.07579755783081055,[3.14146694 4.74826292],0.009939193725585938
[2.84050418 3.21579814],0.023973941802978516,[1.61692758 3.16359826],0.022938251495361328,[2.81457801 3.54203875],0.011964082717895508
[3.14159265 3.34413436],0.021941184997558594,[1.7375471  4.71239289],0.02494025230407715,[3.14150914 4.82368758],0.00896143913269043
